sentence,label,gpt3_label,chatGPT_labels
This press release is available in French.A study published in Pediatrics this morning by researchers at the University of Montreal offers positive news for Wii-loving teenagers and their parents: games such as Wii Sports and Dance Dance Revolution can bring them closer to recommended physical activity levels.,3,0,3
The study is the first of its kind.,0,0,0
Therapy over the phone as effective as face to face,3,3,3
A new study reveals that cognitive therapy over the phone is just as effective as meeting face-to-face.,3,1,0
"The research was published today, 28 September, in the journal PLoS ONE.",0,0,0
Even physically active women sit too much,1,0,3
"Women who exercise regularly spend as much time sitting as women who don't, according to a new Northwestern Medicine study.",1,0,3
Emerging research shows that prolonged sitting has significant health consequences---and the new Northwestern study suggests that being a dedicated exerciser doesn't prevent women from spending too much of their day sitting.,3,0,3
50 hour whole genome sequencing provides rapid diagnosis for children with genetic disorders,0,0,0
Today investigators at Children's Mercy Hospitals and Clinics in Kansas City reported the first use of whole genome information for diagnosing critically ill infants.,0,0,0
"As reported in Science Translational Medicine, the team describes STAT-Seq, a whole genome sequencing approach - from blood sample to returning results to a physician - in about 50 hours.",0,0,0
Using the eye as a  window into the brain,0,0,0
"""The eye is the window into the brain and by measuring how healthy the eye is, we can determine how healthy the rest of the brain is,"" says Peter A. Calabresi, M.D., a professor of neurology at the Johns Hopkins University School of Medicine, and leader of the studies described in recent issues of The Lancet Neurology and the Archives of Neurology.",3,0,3
Can eating tomatoes lower the risk of stroke,3,0,3
Tomatoes are high in the antioxidant lycopene.,0,0,0
A better way to prevent deadly blood clots,3,1,0
"A computerized checklist system designed to help physicians identify and use the best methods of preventing potentially deadly blood clots in hospitalized trauma patients dramatically reduced the number of these dangerous venous thromboembolisms (VTEs), new Johns Hopkins research suggests.",3,1,1
"When a doctor enters medical orders for such patients, the automated checklist recommends evidence-based best treatments for each patient's needs, usually the regular administration of low-dose blood thinners or the use of compression devices to keep blood flowing in the legs.",0,0,0
Evidence mixed on whether retail clinics disrupt doctor patient relationships,3,0,0
The study found that people who visit retail medical clinics are less likely to return to a primary care physician for future illnesses and have less continuity of care.,1,3,3
Many options available to help smokers kick the habit,0,0,0
"Smokers who have tried to quit and failed may be tempted to just give up, particularly if they hear statistics like the fact that most quit attempts will be unsuccessful.",0,0,0
"But smokers today have many options to help them quit, and those who think they have ""tried it all"" usually have not.",0,0,0
Men bearing brunt of worsening mental health in England since start of 2008 recession,0,0,3
"Men have borne the brunt of worsening mental health across the population of England since the start of the economic downturn in 2008, reveals research published in the online journal BMJ Open.",0,0,3
"But unemployment and a falling household income don't seem to be the culprits, prompting the authors to suggest that it is the threat of losing their jobs that has affected men's mental health.",3,0,1
Antidepressants linked to increased risk of stroke  but risk is low,1,3,3
"Research shows that use of popular antidepressants is linked to an increased risk of some strokes caused by bleeding in the brain, but that the risk is low, according to a multi-study analysis published in the October 17, 2012, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",1,3,3
"For the research, scientists analyzed all of the studies that have looked at antidepressant use and stroke, which included 16 studies with more than 500,000 total participants.",0,0,0
Gastric band surgery has big impact on heart disease and stroke risk factors,3,0,1
"The impact is much greater and faster than drug treatments for weight management or diabetes, say the authors, and in some cases, could be life-saving.",0,0,0
Child s home address helps predict risk of readmission to hospital,1,0,3
"Simply knowing a child's home address and some socioeconomic data can serve as a vital sign - helping hospitals predict which children admitted for asthma treatment are at greater risk for re-hospitalization or additional emergency room visits, according to new research in the American Journal of Public Health.",1,1,3
"The use of a so-called ""geographic social risk index,"" based on census measures of poverty, home values and number of adults with high school degrees, also can help hospitals identify families likely to report financial or psychological hardship - both of which are linked to adverse asthma outcomes, says Andrew Beck, MD, a pediatrician at Cincinnati Children's Hospital Medical Center and lead author of the study.",1,3,3
Sharp rise in children admitted to hospital with throat infections since 1999,0,0,0
"The number of children admitted to hospital in England for acute throat infections increased by 76 per cent between 1999 and 2010, according to new research published today in Archives of Disease in Childhood.",0,3,0
"Acute throat infection (ATI), which includes acute tonsillitis and acute pharyngitis, is one of the most common reasons for consulting a GP.",0,0,0
"People who undergo repeated surgeries to remove glioblastomas -- the most aggressive and deadliest type of brain tumors -- may survive longer than those who have just a one-time operation, new Johns Hopkins research suggests.",1,3,3
"Glioblastoma, the brain cancer that killed Sen. Edward Kennedy, inevitably returns after tumor-removal surgery, chemotherapy, and/or radiation.",0,0,1
Sleep apnea in obese pregnancy women linked to poor maternal and neonatal outcomes,1,3,0
"The newborns of obese pregnant women suffering from obstructive sleep apnea are more likely to be admitted to the neonatal intensive care unit than those born to obese mothers without the sleep disorder, reports a study published online today in the journal Obstetrics & Gynecology.",1,3,1
Advanced cancer patients overoptimistic about chemotherapy s ability to cure  study finds,0,3,1
Findings from a nationwide study led by researchers at Dana-Farber Cancer Institute suggest that patients with advanced lung or colorectal cancer are frequently mistaken in their beliefs that chemotherapy can cure their disease.,0,3,1
"The study, published in the Oct. 25 issue of the New England Journal of Medicine, found that 69 percent of patients with advanced lung cancer and 81 percent of patients with advanced colorectal cancer did not understand that the chemotherapy they were receiving was not at all likely to cure their disease.",0,3,0
Higher risk of maternal complications preterm deliveries for women undergoing multiple cesareans,1,3,3
"The risk of maternal complications and preterm deliveries is significantly higher for women undergoing their fifth or more caesarean section, finds a new study published today (31 October) in BJOG: An International Journal of Obstetrics and Gynaecology.",1,3,1
"The study explored the incidence of UK women having Multiple Repeat Caesarean Sections (MRCS), defined as five or more, and the outcomes for them and their babies compared to women having their second to fourth caesarean section.",0,3,0
Smoking takes 10 years off life expectancy in Japan  not 4 as previously thought  experts warn,0,1,1
"Smoking reduces life expectancy by ten years in Japan, but much of the risk can be avoided by giving up smoking, a paper published on bmj.com today shows.",3,1,1
Previous studies in Japan suggested smoking reduced life expectancy by only a few years compared with about ten years in Britain and the USA.,0,0,3
Stroke survivors who smoke raise risk of more strokes  heart attack  death,3,3,1
"Stroke survivors who smoke put themselves at a greater risk of additional strokes, heart attack or death than those who never smoked, according to new research in the American Heart Association's journal Stroke.",1,3,1
"Those who quit smoking before their stroke also had less risk of poorer outcomes than current smokers, researchers found.",1,3,3
Study  Use of antipsychotic drugs improves life expectancy for individuals with schizophrenia,3,0,1
"Results of a Johns Hopkins study suggest that individuals with schizophrenia are significantly more likely to live longer if they take their antipsychotic drugs on schedule, avoid extremely high doses and also regularly see a mental health professional.",1,3,1
Psychiatrists have long known that people with schizophrenia who stick to a drug regimen have fewer of the debilitating delusions and hallucinations that are hallmarks of this illness.,0,3,0
Kessler researchers link left sided brain injury with greater risk for hospital acquired infections,1,0,1
New studies reinforce American Heart Association s stand on limiting sodium,0,0,0
"New studies support limiting daily sodium consumption to less than 1,500 milligrams, according to a new American Heart Association presidential advisory.",0,0,0
"The advisory, published in the American Heart Association's journal Circulation, is based on a thorough review of recent laboratory, animal, observational and clinical studies that reaffirm the  association's 2011 advisory that limiting sodium (salt) to less than 1,500 mg per day is linked to a decreased risk of high blood pressure and cardiovascular disease, including stroke.",1,3,3
"State laws that mandate car booster seat use for children at least until age 8  are associated with fewer motor vehicle-related fatalities and severe injuries, and should be standardized throughout the U.S. to optimally protect children, according to new research presented Oct. 22 at the American Academy of Pediatrics (AAP) National Conference and Exhibition in New Orleans.",1,3,1
"The AAP recommends that children be secured in a belt-positioning booster seat until the child reaches 4 feet, 9 inches in height, sometime between the ages of 8 and 12.",0,0,0
Combined use of recommended heart failure therapies significantly boosts survival odds,3,1,1
The research is published Feb. 21 in the online Journal of the American Heart Association.,0,0,0
Depression linked with increased risk of peripheral artery disease,1,3,3
"Depression was linked with an increased risk of peripheral artery disease (PAD) in a study of more than one thousand men and women with heart disease conducted by researchers at the San Francisco VA Medical Center and the University of California, San Francisco.",1,3,3
"PAD is a circulatory problem in which narrowed arteries reduce blood flow to the limbs - usually the legs and feet - resulting in pain, reduced mobility and, in extreme cases, gangrene and amputation.",0,0,0
New study finds majority of pregnant women require an average of 2 months sick leave from work,1,0,0
"Three quarters of pregnant women take sick leave from work but employers can help reduce this through flexible work adjustments, suggests a new study published today (7 November) in BJOG: An International Journal of Obstetrics and Gynaecology.",3,3,3
"The study looked at women scheduled to give birth, at the Akershus University Hospital in Norway over an 18 month period and the prevalence of, reasons for and factors associated with sick leave during their pregnancies.",1,3,0
"The study was led by principal investigator Meredeth A. Rowe, RN, PhD, FGSA, FAAN, professor and endowed chair at the University of South Florida College of Nursing.",0,0,0
Starchy  high carbohydrate diet associated with recurrence of colon cancer,1,0,1
"Colon cancer survivors whose diet is heavy in complex sugars and carbohydrate-rich foods are far more likely to have a recurrence of the disease than are patients who eat a better balance of foods, a new study by Dana-Farber Cancer Institute researchers indicates.",1,3,1
"The connection is especially strong in patients who are overweight or obese, the authors write.",1,0,3
Migraine associated brain changes not related to impaired cognition,1,0,3
"Women with migraines did not appear to experience a decline in cognitive ability over time compared to those who didn't have them, according to a nine-year follow up study funded by the National Institutes of Health.",1,3,3
"The study also showed that women with migraine had a higher likelihood of having brain changes that appeared as bright spots on magnetic resonance imaging (MRI), a type of imaging commonly used to evaluate tissues of the body.",1,3,3
Study demonstrates that earlier end of life care discussions are linked to less aggressive care in final days of life,1,3,3
"Summary of a study being published online November 13, 2012 in the Journal of Clinical Oncology, reporting that earlier discussions about end of life (EOL) care preferences are strongly associated with less aggressive care in the last days of life and increased use of hospice care for patients with advanced cancer.",1,3,3
"EOL care discussions that took place before the last 30 days of life resulted in less frequent use of chemotherapy in the last 14 days of life and lower use of acute or ICU care in the last 30 days of life, which are both known to impact quality of life in patients' final days.",3,3,1
"Researchers, led by the NIHR Oxford Biomedical Research Centre, the Health Protection Agency in Birmingham and the Wellcome Trust Sanger Institute in Cambridge, have pioneered the whole genome sequencing (WGS) method through a study of 254 TB cases in the Midlands.",0,0,0
"The method, published online in the Lancet Infectious Diseases (15.112) Whole-genome sequencing to delineate Mycobacterium tuberculosis outbreaks: a retrospective observational study compares the genetic information from the TB germs of each patient to determine with a high degree of accuracy whether cases are isolated, or if there is an outbreak of the potentially fatal disease.",0,3,0
Gastric bypass surgery helps diabetes but doesn t cure it,3,0,1
"After gastric bypass surgery, diabetes goes away for some people--often even before they lose much weight.",1,1,1
"So does that mean gastric surgery ""cures"" diabetes?",3,0,1
Mother s vitamin D level linked to birth weight,1,3,3
"Mothers' vitamin D levels at a gestation of 26 weeks or less were positively related to birth weight and head circumference, and, in the first trimester were negatively associated with risk of a baby being born small for gestational age, according to a recent study accepted for publication in The Endocrine Society's Journal of Clinical Endocrinology & Metabolism (JCEM).",1,3,3
The major source of vitamin D for children and adults is exposure to natural sunlight.,0,0,0
"""Patients with Prader-Willi syndrome are at risk for sleep disordered breathing as growth hormone commonly used to treat their condition can cause the tonsils and adenoids to enlarge,"" said the study's lead author Kris Jatana, MD, FAAP, with Otolaryngology Head & Neck Surgery at Nationwide Children's.",1,0,1
Inpatient sleeping drug quadrupled fall risk,1,0,1
"A drug commonly prescribed to help patients sleep in hospitals has been associated with an increased risk of falls, according to a study published in the Journal of Hospital Medicine.",1,3,1
"U.S. sleep specialists from the Mayo Clinic found that the fall rate among the 4,962 patients who took zolpidem during their hospital stay was more than four times as high as the 11,358 who did not take the drug.",1,3,3
Delayed treatment for advanced breast cancer has  profound effect,3,1,0
Results from a new study conducted by researchers at The Ohio State University Comprehensive Cancer Center - Arthur G. James Cancer Hospital and Richard J. Solove Research Institute (OSUCCC-James) show women who wait more than 60 days to begin treatment for advanced breast cancer face significantly higher risks of dying than women who start therapy shortly after diagnosis.,1,1,1
"""We wanted to see whether delaying treatment affected mortality rates among women with breast cancer,"" says Electra D. Paskett, associate director for population sciences at OSUCCC-James.",3,3,0
Low muscle strength in adolescence linked to increased risk of early death,1,3,3
"Muscular strength in male adolescents and premature death: cohort study of one million participants Low muscle strength in adolescence is strongly associated with a greater risk of early death from several major causes, suggests a large study published on bmj.com today.",1,3,1
"The effect is similar to well established risk factors for early death like being overweight or having high blood pressure, leading the authors to call for young people, particularly those with very low strength, to engage in regular physical activity to boost their muscular fitness.",3,0,3
Sex between monogamous heterosexuals rarely source of hepatitis C infection,3,0,1
"Individuals infected by the hepatitis C virus (HCV) have nothing to fear from sex in a monogamous, heterosexual relationship.",3,0,0
"Transmission of HCV from an infected partner during sex is rare according to new research published in the March issue of Hepatology, a journal published by Wiley on behalf of the American Association for the Study of Liver Diseases (AASLD).",1,3,1
"Food allergies are on the rise, affecting 15 million Americans.",0,0,0
One child mothers with pre eclampsia at higher risk of heart problems,1,3,3
"eclampsia during their first pregnancy (known as preterm pre-eclampsia) - and who don't go on to have any more children - are at greater risk of dying from heart disease in later life than women who have subsequent children, finds a study published on bmj.com today.",1,3,3
Women who develop the condition only in the final weeks of pregnancy (known as term pre-eclampsia) are at less risk.,1,0,0
Thyroid problems linked to irregular heart rhythm,1,3,3
"People with an overactive thyroid gland (hyperthyroidism) carry a greater risk of developing irregular heart rhythm (known as atrial fibrillation) than those with normal thyroid function, finds a study published on bmj.com today.",1,3,3
"As such, the researchers suggest there should be an increased focus on atrial fibrillation in patients with raised thyroid function.",0,0,3
Children with autism arrive at emergency room for psychiatric crisis 9 times more than peers,1,3,3
"In the first study to compare mental health-related emergency department (ED) visits between children with and without autism spectrum disorders (ASD), researchers found that ED visits are nine times more likely to be for psychiatric reasons if a child has an ASD diagnosis.",1,3,3
"Published in the journal Pediatric Emergency Care (Epub ahead of print), the study found externalizing symptoms, such as severe behaviors tied to aggression, were the leading cause of ED visits among children with ASD.",3,1,1
Young scientist helps identify cause of widespread eye disease,3,0,1
"A type of blood clot in the eye, the disease causes reduced vision, and people with the disease also typically have an increased risk of hypertension, diabetes and other serious conditions.",1,3,3
Infants with severe RSV disease may be immunosuppressed,1,3,0
Infants with severe lower respiratory tract infection caused by respiratory syncytial virus (RSV) may have a dysfunctional innate immune response that relates to the severity of their disease.,1,1,1
These are the findings from a Nationwide Children's Hospital study appearing in a recent issue of the Journal of Infectious Diseases.,0,0,0
Plumber and spray painter high risk occupations for asthma,1,0,0
"Despite known risks and recommendations for protective equipment, many people are still at risk of getting asthma after exposure to substances at work.",1,0,0
"This is the finding of an international study of 13,000 people carried out at Sahlgrenska Academy.",0,0,0
"Diabetic patients with ovarian cancer who took the drug metformin for their diabetes had a better survival rate than patients who did not take it, a study headed by Mayo Clinic shows.",1,1,1
"The findings, published early online in the journal Cancer, may play an important role for researchers as they study the use of existing medications to treat different or new diseases.",0,0,0
"Published early online in CANCER, a peer-reviewed journal of the American Cancer Society, the study found that ovarian cancer patients who took the drug tended to live longer than patients who did not take it.",1,1,3
Study finds unique  anonymous delivery  law effective in decreasing rates of neonaticide in Austria,3,1,1
"Rates of reported neonaticide have more than halved following the implementation of a unique 'anonymous delivery' law in Austria, finds a new study published today (05 December) in BJOG: An International Journal of Obstetrics and Gynaecology.",1,1,1
Unlocking the genetic mysteries behind stillbirth,3,0,0
Stillbirth is a tragedy that occurs in one of every 160 births in the United States.,0,0,0
"Compounding the sadness for many families, the standard medical test used to examine fetal chromosomes often can't pin down what caused their baby to die in utero.",0,0,0
Widely used sedatives sleeping pills linked to increased fatal pneumonia risk,1,3,3
"Benzodiazepines have a wide range of uses and are commonly prescribed for anxiety, epilepsy, muscle spasm, and insomnia.",0,0,0
This press release is available in French.,0,0,0
"Researchers at the Sainte-Justine University Hospital Center and the University of Montreal have found a possible heredity mechanism that predisposes children to acute lymphoblastic leukemia (ALL), the most common type of blood cancer in children.",3,1,1
Study finds association between oxygen deprivation before birth and ADHD,1,3,3
"Children who had in-utero exposure to ischemic-hypoxic conditions, situations during which the brain is deprived of oxygen, were significantly more likely to develop attention deficit hyperactivity disorder later in life as compared to unexposed children, according to a Kaiser Permanente study published in the journal Pediatrics.",1,3,1
Primary care physicians play vital role in caring for diabetes patients,3,3,0
"Previous research has shown that patients without a consistent primary care physician (PCP) have worse outcomes than those who do, but little is known about why this is true.",0,0,3
New research from Brigham and Women's Hospital (BWH) has brought to light the importance of the role of a primary care physician in a population of diabetes patients.,3,0,0
Feeling lonely linked to increased risk of dementia in later life,1,3,3
"Feeling lonely, as distinct from being/living alone, is linked to an increased risk of developing dementia in later life, indicates research published online in the Journal of Neurology Neurosurgery and Psychiatry.",1,3,3
"Various factors are known to be linked to the development of Alzheimer's disease, including older age, underlying medical conditions, genes, impaired cognition, and depression, say the authors.",1,0,3
"The term ""mind wandering"" has been coined to describe thinking unrelated to the task at hand.",0,0,0
Around 2 queries a week to UK poisons service concern   snakebites,0,0,0
"Snakebite enquiries to the UK National Poisons Information Service: 2004-2010 doi 10.1136/emermed-2012-201587] Snakebite injuries account for around two phone queries every week to the UK National Poisons Information Service, indicates an audit published online in Emergency Medicine Journal.",0,3,0
"Changes in data recording mean that these figures are probably an underestimate of the true numbers of snakebite injuries in the UK, suggest the authors.",0,0,0
Almost 1 in 3 pedestrians  distracted  by mobiles while crossing street,1,0,3
"Almost one in three pedestrians is distracted by mobile devices while crossing busy road junctions, finds an observational study published online in Injury Prevention.",1,3,3
"Texting while crossing the road is the most distracting, and potentially most dangerous, activity, prompting the authors to suggest that a low tolerance approach similar to that taken towards drink-driving might be needed.",1,0,0
Worries about dementia how hospitalization affects the elderly,3,0,0
"Older people often worry about dementia and while some risks are known, for example alcoholism or stroke, the effects of illness are less clear.",0,0,0
"New research published in BioMed Central's open access journal Critical Care looks at illness requiring hospitalization and treatment in the intensive care unit (ICU) and finds that infection or severe sepsis, neurological dysfunction, such as delirium, or acute dialysis are all independently associated with an increased risk of a subsequent diagnosis of dementia.",1,3,3
Speed bumps could be a new way to help diagnose appendicitis,1,0,1
"The presence of pain when travelling over speed bumps is associated with an increased likelihood of acute appendicitis, among patients coming into hospital with abdominal pain, finds a study in the BMJ Christmas issue and published online today.",1,3,1
Clinical diagnosis of acute appendicitis can be difficult and yet it is the most common surgical abdominal emergency.,0,0,0
Chicken pox vaccine saving children s lives,3,1,1
"The widespread introduction of a chicken pox vaccine in Australia in 2006 has prevented thousands of children from being hospitalized with severe chicken pox and saved lives, according to new research.",3,1,1
"In a national study of chicken pox admissions at four participating Australian children's hospitals, researchers found the number of children hospitalized with chicken pox or shingles had dropped by 68% since 2006.",0,3,0
Physical activity significantly extends lives of cancer survivors,3,3,1
"Physical activity significantly extends the lives of male cancer survivors, a new study of 1,021 men has found.",3,3,1
"During the period while the men were followed, those who expended  more than 12,600 kilojoules per week in physical activity were 48 percent less likely to die than those who burned fewer than 2,100 kilojoules per week.",1,3,3
Successful solo rock pop stars twice as likely to die early as those in a band,1,0,3
"And those who died of drug and alcohol problems were more likely to have had a difficult or abusive childhood than those dying of other causes, the findings showed.",1,3,3
Cancer diagnosis later in life poses significant risk to offspring,3,0,3
"Relatives of family members diagnosed with cancer are still at risk of the disease even if the diagnosis came at an older age, suggests a paper published on bmj.com today.",1,3,3
"It is known that early onset cancer cases carry more hereditary risk than late onset cases, but little is known about whether any familial component exists in cancer at a very old age.",1,0,1
Johns Hopkins malpractice study  Surgical  never events  occur at least 4 000 times per year,0,3,0
"After a cautious and rigorous analysis of national malpractice claims, Johns Hopkins patient safety researchers estimate that a surgeon in the United States leaves a foreign object such as a sponge or a towel inside a patient's body after an operation 39 times a week, performs the wrong procedure on a patient 20 times a week and operates on the wrong body site 20 times a week.",0,3,0
"The researchers, reporting online in the journal Surgery, say they estimate that 80,000 of these so-called ""never events"" occurred in American hospitals between 1990 and 2010 -- and believe their estimates are likely on the low side.",0,0,0
Asthmatics at increased risk of pulmonary embolism,1,3,3
"People with asthma have an increased risk of pulmonary embolism, according to new research.",1,3,3
"A new study, published online ahead of print today (20 December 2012) in the European Respiratory Journal, looked at whether people with moderate or severe asthma had an increased risk of developing deep vein thrombosis, or pulmonary embolism.",1,3,3
Study examines overuse of ambulatory health care services in United States,0,3,0
"An analysis of nationally representative survey data found significant improvement in the delivery of underused care, but more limited changes in the reduction of inappropriate care in ambulatory health care settings between 1998 and 2009, according to a report published Online First by Archives of Internal Medicine, a JAMA Network publication.",0,3,3
"""Given the rising costs of health care, policymakers are increasingly interested in identifying the inefficiencies in our health care system,"" the authors write as background.",0,0,0
Some men voice complaints of shortened penis following prostate cancer treatment,1,0,0
"A small percentage of men in a prostate cancer study complained that their penis seemed shorter following treatment, with some saying that it interfered with intimate relationships and caused them to regret the type of treatment they chose.",3,3,0
"Complaints were more common in men treated with radical prostatectomy (surgical removal of the prostate) or male hormone-blocking drugs combined with radiation therapy, according to the study by researchers from Dana-Farber/Brigham and Women's Cancer Center (DF/BWCC).",1,3,3
Generic medications currently account for over 70 percent of prescriptions dispensed.,0,0,0
"However, while generic drugs are clinically bioequivalent to the brand-name version, they often differ in their physical characteristics, such as color and shape.",0,0,0
UC Davis research advances efforts to prevent dangerous blood clots,0,0,0
"New research from the UC Davis Comprehensive Cancer Center, published in the Journal of Surgical Research, may help clinicians determine which patients are at highest risk for post-surgical blood clots in the legs or lungs.",1,3,3
"A team led by Robert Canter, UC Davis associate professor of surgery, studied the medical histories of more than 470,000 surgical patients to determine which factors increased their risk of blood clots, also called venous thromboembolism (VTE).",3,3,3
UC Davis study deflates notion that pear shaped bodies more healthy than apples,1,0,0
But new research conducted at UC Davis Health System published in The Journal of Clinical Endocrinology and Metabolism provides further evidence that the protective benefits of having a pear-body shape may be more myth than reality.,3,0,3
What cancerous conditions lead to what kinds of bacterial infections?,3,0,0
"If doctors knew, they could predict which patients would likely benefit from pre-treatment with certain kinds of antibiotics.",0,0,1
Study shows long term success rates for eradication of Barrett s esophagus after endoluminal therapies,3,0,1
"A new study from researchers at the Hospital of the University of Pennsylvania reports that endoluminal (endoscopic) therapies, combining resection and ablation techniques, for patients with Barrett's esophagus and high-grade dysplasia or early mucosal cancer have a high success rate, with durable results and a low risk of complications.",3,1,0
The researchers noted that endoscopic surveillance after successful eradication is required.,0,0,0
New findings on mortality of individuals with schizophrenia,1,0,0
A new study from Lund University in Sweden shows that the average life expectancy of men and women with schizophrenia is 15 years and 12 years shorter respectively than for those who do not suffer from the disease.,1,3,3
The study has been carried out in collaboration with Stanford University in the US.,0,0,0
Smoking intensity and cancer markers predict seriousness of bladder cancer,1,3,3
"That is one of the conclusions of a new study published early online in CANCER, a peer-reviewed journal of the American Cancer Society.",0,0,0
Alternative medicine use high among children with chronic conditions  UAlberta medical research,1,3,0
"Children who regularly see specialists for chronic medical conditions are also using complementary medicine at a high rate, demonstrates recently published research from the University of Alberta and the University of Ottawa.",1,3,3
"About 71 per cent of pediatric patients attending various specialty clinics at the Stollery Children's Hospital in Edmonton used alternative medicine, while the rate of use at the Children's Hospital of Eastern Ontario in Ottawa was 42 per cent.",0,3,0
Kaiser Permanente study  Change in PSA levels over time can help predict aggressive prostate cancer,1,0,3
"Measurements taken over time of prostate specific antigen, the most commonly used screening test for prostate cancer in men, improve the accuracy of aggressive prostate cancer detection when compared to a single measurement of PSA, according to a Kaiser Permanente study published today in the British Journal of Urology International.",3,3,0
"The retrospective study examined the electronic health records of nearly 220,000 men ages 45 and older over a 10-year period who had at least one PSA measurement and no previous diagnosis of prostate cancer.",0,3,0
Abortions are safe when performed by advanced practice nurses and physician assistants  study shows,0,0,3
"First trimester abortions are just as safe when performed by trained nurse practitioners, physician assistants and certified nurse midwives as when conducted by physicians, according to a new six-year study led by UCSF.",0,1,0
The study posted online today in the American Journal of Public Health in advance of the print edition.,0,0,0
Study  Bariatric surgery in extremely obese adolescents,0,1,0
"This time of year many people make resolutions to live a healthier lifestyle, exercise more, lose weight and eat better.",0,0,0
"For the adolescents who are extremely obese in this country, diet and exercise alone often are not enough to get their weight down.",3,0,0
At least 1 in 5 were infected in flu pandemic  international study suggests,0,3,3
"The highest rates of infection were in children, with 47 per cent of those aged five to 19 showing signs of having caught the virus.",1,3,0
"Older people were affected less, with only 11 per cent of people aged 65 or older becoming infected.",1,0,0
Study finds childhood diagnosis of ADHD increased dramatically over 9 year period,0,3,0
"The rate of children diagnosed with Attention Deficit Hyperactivity Disorder rose dramatically between 2001 and 2010 with non-Hispanic white children having the highest diagnosis rates, according to a Kaiser Permanente study published in the journal JAMA Pediatrics (formerly Archives of Pediatrics and Adolescent Medicine).",0,3,3
The study also showed there was a 90 percent increase in the diagnosis of ADHD among non-Hispanic black girls during the same nine-year period.,1,3,3
Postpartum hemorrhage during a first pregnancy does not affect future fertility,3,0,1
"There has been a rise in the overall rate of PPH (where blood loss is >500ml) in the UK, due to increases in maternal risk factors and in the number of caesarean sections performed.",3,3,1
Emergency admissions death toll significantly higher on public holidays,1,0,3
"Emergency medical admissions, deaths at weekends and the public holiday effect.",0,0,0
Cohort study Online First doi 10.1136/emermed-2012--2-1881] Patients admitted to hospital as emergencies on public holidays are significantly more likely to die than those admitted on other days of the week - including weekends - indicates research published online in Emergency Medicine Journal.,1,3,3
Breast feeding okay for mothers taking immunosuppressant drug,3,3,1
"Highlights 	The breast milk of mothers taking the immunosuppressant tacrolimus contains only very low levels of the drug.",0,1,0
Women taking tacrolimus who wish to breast-feed after appropriate counseling should not be discouraged from doing so.,0,0,0
Research ties lightning to onset of headache  migraines,1,3,1
"These results, published in the Jan. 24, 2013 online edition of the journal Cephalalgia, are the first tying lightning to headache and could help chronic sufferers more efficiently anticipate headache and migraine arrival and begin preventive treatment immediately.",1,1,1
Posture provides clue for future disability,1,0,3
"The shape of an individual's spinal column may predict his or her risk for nursing home admission or need of home assistance in old age, according to a new article published online in the Journals of Gerontology Series A: Biological Sciences and Medical Sciences.",1,3,3
A team of researchers based in Japan discovered that the trunk angle of inclination -- the angle between the true vertical and a straight line from the first thoracic vertebra to the first sacral vertebra (view image) -- is associated with becoming dependent on help for activities of daily living (ADL).,1,3,3
"Pregnancies complicated by hyperemesis gravidarum in the second trimester of pregnancy are at a much higher risk of associated placental dysfunction disorders such as placental abruption and small for gestational age babies (SGA), finds a new study published today (30 January) in BJOG: An International Journal of Obstetrics and Gynaecology.",1,3,3
"Hyperemesis gravidarum occurs in 0.5-3% of pregnancies and is generally defined as severe illness or vomiting before 22 weeks gestation, usually requiring hospitalisation for intravenous fluid.",0,0,0
Debunking the  July effect   Surgery date has little impact on outcome  Mayo Clinic finds,3,0,3
"Among those going under the knife, researchers discovered that the month surgery occurred had an insignificant impact on patient outcomes.",3,3,3
Vegetarianism can reduce risk of heart disease by up to a third,3,3,1
"The risk of hospitalisation or death from heart disease is 32% lower in vegetarians than people who eat meat and fish, according to a new study from the University of Oxford.",1,3,3
"Heart disease is the single largest cause of death in developed countries, and is responsible for 65,000 deaths each year in the UK alone.",3,0,0
"Patients with type 2 diabetes treated with insulin could be exposed to a greater risk of health complications including heart attack, stroke, cancer and eye complications  a new study has found.",1,3,3
Examining the UK Clinical Practice Research Datalink (CPRD) - data that characterises about 10% of the UK population - a team of researchers from Cardiff University's School of Medicine looked at the risk of death for patients taking insulin compared with other treatments designed to lower blood glucose levels in people with type 2 diabetes.,1,3,3
Training bystanders to spot drug overdoses can reduce deaths,3,1,1
Overdoses of opioid drugs are a major cause of emergency hospital admissions and preventable death in many countries.,3,1,1
"In Massachusetts, annual opioid-related overdose deaths have exceeded motor vehicle deaths since 2005, so several strategies have been introduced to tackle this growing problem.",0,3,0
"But the effect of UVB exposure was only evident among older women, possibly because younger women are more aware of the hazards of sunlight and so cover up with sun block, suggest the authors.",1,0,1
Increasing severity of erectile dysfunction is a marker for increasing risk of cardiovascular disease and death,1,3,3
"A large study published in PLOS Medicine on January 29, 2013, shows that the risk of future cardiovascular disease and death increased with severity of erectile dysfunction in men both with and without a history of cardiovascular disease.",1,3,3
"While previous studies have shown an association between ED and CVD risk, this study finds that the severity of ED corresponds to the increased risk of CVD hospitalization and all-cause mortality.",1,3,3
Mammogram every 2 years has same benefit as yearly mammogram for older women  UCSF study finds,3,3,1
"Among older women, getting a mammogram every two years was just as beneficial as getting a mammogram annually, and led to significantly fewer false positive results, according to a study led by UC San Francisco.",3,1,0
